"id","cate_id","food_name","alias_name","english_name","edible_part","water","energy","protein","fat","cholesterol","ash","carbohydrate","dietary_fiber","carotene","vitamin_a","vitamin_e","thiamin","riboflavin","niacin","vitamin_c","calcium","phosphorus","potassium","sodium","magnesium","iron","zinc","selenium","copper","manganese","iodine","sfa","mufa","pufa","fatty_acids_total"
"964","77","乳酪（羊乳酪）","","","100%","56.5g","1144kJ","15.6g","20.2g","70mg","","7.7g","","33.0μg","220.0μg","—","0.04mg","0.21mg","0.20mg","","360mg","280mg","95mg","1440.0mg","20mg","0.2mg","0.90mg","","0.07mg","","","—","—","—","—"
"965","77","奶酪(光明牌)","","","100%","43.0g","1442kJ","16.5g","28.4g","—","5.6g","6.5g","0.00g","—","290.0μg","0.00mg","0.07mg","0.45mg","Tr","Tr","445mg","389mg","315mg","1598.0mg","20mg","0.2mg","2.35mg","5.10μg","0.02mg","0.01mg","—","73.2%","23.9%","2.6%","99.8%"
"966","77","奶酪(骑士牌)","","","100%","31.7g","1608kJ","23.0g","25.4g","—","3.6g","16.3g","0.00g","—","55.0μg","—","0.19mg","0.30mg","0.05mg","Tr","796mg","307mg","42mg","531.8mg","35mg","2.2mg","5.03mg","—","0.06mg","0.10mg","11.0μg","—","—","—","—"
"967","77","低脂奶酪","","","100%","48.0g","1011kJ","21.6g","11.6g","37mg","6.2g","12.6g","0.00g","—","119.0μg","0.00mg","0.06mg","0.49mg","Tr","Tr","522mg","606mg","368mg","1684.8mg","29mg","0.2mg","3.41mg","6.80μg","0.03mg","0.02mg","—","86.5%","13.1%","Tr","99.6%"
"968","77","硬质干酪","","","100%","37.3g","1756kJ","24.9g","34.5g","100mg","—","3.3g","0.00g","215.0μg","—","—","0.03mg","0.41mg","0.10mg","Tr","731mg","500mg","76mg","687.0mg","29mg","0.3mg","4.10mg","6.00μg","0.05mg","Tr","30.0μg","—","—","—","—"
"969","78","乳品（奶油）","","","100%","0.7g","3616kJ","0.7g","97.0g","209mg","0.7g","0.9g","","","297.0μg","—","","0.01mg","0.00mg","","14mg","11mg","226mg","268.0mg","2mg","1.0mg","0.09mg","0.70μg","0.42mg","","","35.3%","34.2%","19.0%","88.6%"
"970","78","黄油","","","100%","0.5g","3650kJ","1.4g","98.0g","296mg","0.1g","0.0g","","","","—","","0.02mg","","","35mg","8mg","39mg","40.3mg","7mg","0.8mg","0.11mg","1.60μg","0.01mg","0.05mg","","56.2%","36.7%","5.5%","99.1%"
"971","78","酥油","","","100%","2.5g","3537kJ","1.5g","94.4g","227mg","0.5g","1.1g","","","426.0μg","—","","0.01mg","","","128mg","9mg","188mg","73.0mg","2mg","0.4mg","0.12mg","0.70μg","0.18mg","","","51.5%","34.0%","11.3%","96.8%"
"972","79","炼乳(甜，罐头)","","","100%","26.2g","1400kJ","8.0g","8.7g","36mg","1.7g","55.4g","","","41.0μg","—","0.03mg","0.16mg","0.30mg","2.0mg","242mg","200mg","309mg","211.9mg","24mg","0.4mg","1.53mg","3.30μg","0.04mg","0.04mg","","62.4%","33.5%","5.3%","101.2%"
"973","79","奶皮子","","","100%","36.9g","1902kJ","12.2g","42.9g","78mg","1.7g","6.3g","","","","—","0.02mg","0.23mg","0.20mg","","818mg","308mg","4mg","2.3mg","28mg","1.3mg","2.22mg","4.60μg","0.10mg","0.02mg","","—","—","—","—"
"974","79","奶片","","","100%","3.7g","1982kJ","13.3g","20.2g","65mg","3.5g","59.3g","","","75.0μg","—","0.05mg","0.20mg","1.60mg","5.0mg","269mg","427mg","356mg","179.7mg","32mg","1.6mg","3.00mg","12.10μg","0.06mg","","","—","—","—","—"
"975","79","全脂甜炼乳(雀巢)","商品名：鹰唛炼乳","","100%","15.9g","1601kJ","7.5g","10.0g","7mg","1.7g","64.9g","0.00g","—","105.0μg","0.30mg","0.07mg","0.41mg","0.21mg","Tr","334mg","243mg","308mg","88.6mg","21mg","0.2mg","1.04mg","18.70μg","0.12mg","0.06mg","13.7μg","62.1%","33.9%","4.0%","100.0%"
"976","79","全脂甜炼乳(燕山牌)","","","100%","17.1g","1577kJ","8.2g","10.0g","3mg","1.9g","62.8g","0.00g","—","68.0μg","0.00mg","0.08mg","0.32mg","0.22mg","Tr","317mg","246mg","428mg","103.9mg","23mg","0.2mg","1.15mg","7.90μg","0.03mg","0.05mg","8.9μg","54.0%","39.3%","6.7%","100.0%"
"977","79","脱脂甜炼乳","","","100%","29.0g","1169kJ","10.3g","0.2g","—","2.5g","58.0g","0.00g","0.0μg","0.0μg","—","0.10mg","0.50mg","0.20mg","2.0mg","330mg","300mg","520mg","180.0mg","—","0.3mg","—","—","—","—","—","—","—","—","—"
"978","80","蛋（鸡蛋，均值)","","","88%","74.1g","599kJ","13.3g","8.8g","585mg","1.0g","2.8g","","","234.0μg","—","0.11mg","0.27mg","0.20mg","","56mg","130mg","154mg","131.5mg","10mg","2.0mg","1.10mg","14.30μg","0.15mg","0.04mg","","—","—","—","—"
"979","80","鸡蛋(白皮)","","","87%","75.8g","574kJ","12.7g","9.0g","585mg","1.0g","1.5g","","","310.0μg","—","0.09mg","0.31mg","0.20mg","","48mg","176mg","98mg","94.7mg","14mg","2.0mg","1.00mg","16.60μg","0.06mg","0.03mg","","36.1%","45.9%","15.6%","97.8%"
"980","80","鸡蛋(红皮)","","","88%","73.8g","650kJ","12.8g","11.1g","585mg","1.0g","1.3g","","","194.0μg","—","0.13mg","0.32mg","0.20mg","","44mg","182mg","121mg","125.7mg","11mg","2.3mg","1.01mg","15.00μg","0.07mg","0.04mg","","36.1%","45.9%","15.6%","97.8%"
"981","80","鸡蛋(土鸡)","","","88%","72.6g","577kJ","14.4g","6.4g","1338mg","1.0g","5.6g","","","199.0μg","—","0.12mg","0.19mg","","","76mg","33mg","244mg","174.0mg","5mg","1.7mg","1.28mg","11.50μg","0.32mg","0.06mg","","78.0%","15.0%","5.2%","98.2%"
"982","80","鸡蛋白","","","100%","84.4g","254kJ","11.6g","0.1g","","0.8g","3.1g","","","","—","0.04mg","0.31mg","0.20mg","","9mg","18mg","132mg","79.4mg","15mg","1.6mg","0.02mg","7.00μg","0.05mg","0.02mg","","—","—","—","—"
"983","80","鸡蛋白(乌骨鸡)","","","100%","88.4g","187kJ","9.8g","0.1g","","0.7g","1.0g","","","","—","","0.31mg","0.10mg","","9mg","17mg","109mg","165.1mg","10mg","","0.01mg","3.00μg","0.01mg","0.01mg","","39.0%","42.5%","18.6%","100.1%"
"984","80","蛋黄（鸡蛋黄）","","","100%","51.5g","1360kJ","15.2g","28.2g","1510mg","1.7g","3.4g","","","438.0μg","—","0.33mg","0.29mg","0.10mg","","112mg","240mg","95mg","54.9mg","41mg","6.5mg","3.79mg","27.00μg","0.28mg","0.06mg","","—","—","—","—"
"985","80","鸡蛋黄(乌骨鸡)","","","100%","57.8g","1092kJ","15.2g","19.9g","2057mg","1.4g","5.7g","","","179.0μg","—","0.07mg","0.36mg","0.10mg","","107mg","216mg","105mg","57.2mg","16mg","0.5mg","3.10mg","22.60μg","0.70mg","0.04mg","","38.0%","47.9%","16.4%","102.3%"
"986","80","蛋（松花蛋，鸡蛋)","","","83%","66.4g","742kJ","14.8g","10.6g","595mg","2.4g","5.8g","","","310.0μg","—","0.02mg","0.13mg","0.20mg","","26mg","263mg","148mg","","8mg","3.9mg","2.73mg","44.30μg","0.12mg","0.06mg","","45.6%","41.1%","5.9%","93.3%"
"987","80","毛蛋","","","87%","72.3g","730kJ","14.2g","13.2g","—","1.2g","Tr","","—","161.0μg","—","0.04mg","0.65mg","0.87mg","—","204mg","155mg","66mg","75.8mg","—","1.8mg","1.64mg","29.00μg","—","—","—","—","—","—","—"
"988","80","荷包蛋(油煎)","","","100%","68.6g","807kJ","13.5g","15.0g","—","1.6g","1.3g","0.00g","—","—","—","0.06mg","0.52mg","0.10mg","0.0mg","55mg","194mg","132mg","353.0mg","—","1.6mg","—","—","—","—","—","—","—","—","—"
"989","80","荷包蛋(煮)","","","100%","74.9g","645kJ","12.3g","11.7g","—","0.9g","0.2g","0.00g","21.0μg","160.0μg","—","0.06mg","0.40mg","0.10mg","0.0mg","55mg","200mg","100mg","110.0mg","—","2.2mg","—","—","—","—","—","—","—","—","—"
"990","81","蛋（鸭蛋）","","","87%","70.3g","748kJ","12.6g","13.0g","565mg","1.0g","3.1g","","","261.0μg","—","0.17mg","0.35mg","0.20mg","","62mg","226mg","135mg","106.0mg","13mg","2.9mg","1.67mg","15.70μg","0.11mg","0.04mg","","34.9%","51.7%","10.2%","97.1%"
"991","81","鸭蛋白","","","100%","87.7g","199kJ","9.9g","","","0.6g","1.8g","","","23.0μg","—","0.01mg","0.07mg","0.10mg","","18mg","","84mg","71.2mg","21mg","0.1mg","","4.00μg","0.08mg","","","—","—","—","—"
"992","81","鸭蛋黄","","","100%","44.9g","1565kJ","14.5g","33.8g","1576mg","2.8g","4.0g","","","1980.0μg","—","0.28mg","0.62mg","","","123mg","55mg","86mg","30.1mg","22mg","4.9mg","3.09mg","25.00μg","0.16mg","0.10mg","","27.7%","56.9%","6.6%","93.4%"
"993","81","海鸭蛋","","","87%","55.6g","1014kJ","12.7g","13.8g","—","1.0g","16.9g","0.00g","—","116.0μg","0.90mg","0.13mg","0.40mg","Tr","0.0mg","118mg","6mg","119mg","105.1mg","1mg","3.1mg","0.25mg","41.50μg","0.02mg","0.06mg","45.7μg","34.2%","64.1%","1.4%","99.7%"
"994","81","蛋（松花蛋，鸭蛋)[皮蛋]","","","90%","68.4g","714kJ","14.2g","10.7g","608mg","2.2g","4.5g","","","215.0μg","—","0.06mg","0.18mg","0.10mg","","63mg","165mg","152mg","542.7mg","13mg","3.3mg","1.48mg","25.20μg","0.12mg","0.06mg","","31.2%","56.4%","13.0%","100.6%"
"995","81","咸鸭蛋","","","88%","61.3g","793kJ","12.7g","12.7g","647mg","7.0g","6.3g","","","134.0μg","—","0.16mg","0.33mg","0.10mg","","118mg","231mg","184mg","2706.1mg","30mg","3.6mg","1.74mg","24.00μg","0.14mg","0.10mg","","34.9%","51.7%","10.2%","97.1%"
"996","81","咸鸭蛋(煮)","","","84%","70.0g","734kJ","13.8g","13.5g","—","4.2g","Tr","0.00g","—","56.0μg","2.18mg","0.15mg","0.28mg","0.04mg","0.0mg","52mg","212mg","226mg","1131.0mg","22mg","2.1mg","1.50mg","32.80μg","0.20mg","0.07mg","30.0μg","37.3%","62.6%","Tr","99.9%"
"997","82","蛋（鹅蛋）","","","87%","69.3g","814kJ","11.1g","15.6g","704mg","1.2g","2.8g","","","192.0μg","—","0.08mg","0.30mg","0.40mg","","34mg","130mg","74mg","90.6mg","12mg","4.1mg","1.43mg","27.20μg","0.09mg","0.04mg","","35.0%","55.8%","7.6%","98.6%"
"998","82","鹅蛋白","","","100%","87.2g","206kJ","8.9g","","","0.7g","3.2g","","","7.0μg","—","0.03mg","0.04mg","0.30mg","","4mg","11mg","36mg","77.3mg","9mg","2.8mg","0.10mg","8.00μg","0.05mg","","","—","—","—","—"
"999","82","蛋黄（鹅蛋黄）","","","100%","50.1g","1346kJ","15.5g","26.4g","1696mg","1.8g","6.2g","","","1977.0μg","—","0.06mg","0.59mg","0.60mg","","13mg","51mg","","24.4mg","10mg","2.8mg","1.59mg","26.00μg","0.25mg","","","32.8%","57.7%","7.8%","98.7%"
"1000","82","鹅蛋(煮)","","","85%","71.9g","736kJ","12.7g","13.6g","—","0.8g","1.0g","0.00g","18.0μg","171.0μg","—","0.06mg","0.32mg","0.10mg","0.0mg","41mg","70mg","76mg","45.0mg","—","2.5mg","—","—","—","—","—","—","—","—","—"
"1001","83","蛋（鹌鹑蛋）","","","86%","73.0g","664kJ","12.8g","11.1g","515mg","1.0g","2.1g","","","337.0μg","—","0.11mg","0.49mg","0.10mg","","47mg","180mg","138mg","106.6mg","11mg","3.2mg","1.61mg","25.50μg","0.09mg","0.04mg","","44.1%","44.1%","11.1%","99.4%"
"1002","84","白条鱼(裸鱼)","","","59%","76.8g","432kJ","16.6g","3.3g","129mg","1.7g","1.6g","","","11.0μg","—","","0.07mg","1.90mg","","58mg","224mg","331mg","68.0mg","13mg","1.7mg","3.22mg","12.00μg","0.16mg","0.03mg","","76.2%","3.9%","15.6%","95.7%"
"1003","84","草鱼[白鲩，草包鱼]","","","58%","77.3g","475kJ","16.6g","5.2g","86mg","1.1g","Tr","","","11.0μg","—","0.04mg","0.11mg","2.80mg","","38mg","203mg","312mg","46.0mg","31mg","0.8mg","0.87mg","6.70μg","0.05mg","0.05mg","","26.8%","39.4%","23.6%","90.2%"
"1004","84","赤眼鳟[金目鱼]","","","59%","76.5g","459kJ","18.1g","4.1g","76mg","1.3g","Tr","","","12.0μg","—","0.02mg","0.08mg","4.70mg","","59mg","186mg","291mg","87.0mg","2mg","6.4mg","0.56mg","78.80μg","0.02mg","0.65mg","","—","—","—","—"
"1005","84","感鱼[猴鱼]","","","54%","76.0g","477kJ","17.5g","4.3g","58mg","1.0g","1.2g","","","11.0μg","—","0.02mg","0.07mg","1.30mg","","139mg","109mg","194mg","158.4mg","23mg","0.2mg","0.54mg","21.50μg","0.06mg","0.03mg","","42.1%","52.7%","4.8%","99.6%"
"1006","84","胡子鲇[塘虱(鱼)]","","","50%","72.6g","611kJ","15.4g","8.0g","53mg","0.9g","3.1g","","","8.0μg","—","0.05mg","0.11mg","4.30mg","","18mg","129mg","78mg","45.5mg","20mg","0.6mg","0.86mg","34.20μg","0.04mg","0.02mg","","32.8%","46.5%","16.8%","96.3%"
"1007","84","黄颡鱼[戈牙鱼，黄鳍鱼]","","","52%","71.6g","523kJ","17.8g","2.7g","90mg","0.8g","7.1g","","","","—","0.01mg","0.06mg","3.70mg","","59mg","166mg","202mg","250.4mg","19mg","6.4mg","1.48mg","16.10μg","0.08mg","0.10mg","","29.2%","54.2%","15.8%","99.2%"
"1008","84","鱼（黄鳝）[鳝鱼]","","","67%","78.0g","378kJ","18.0g","1.4g","126mg","1.4g","1.2g","","","50.0μg","—","0.06mg","0.98mg","3.70mg","","42mg","206mg","263mg","70.2mg","18mg","2.5mg","1.97mg","34.60μg","0.05mg","2.22mg","","31.4%","44.4%","16.0%","91.9%"
"1009","84","黄鳝丝","","","88%","83.2g","291kJ","15.4g","0.8g","77mg","0.6g","Tr","","","","—","0.04mg","2.08mg","1.80mg","","57mg","81mg","278mg","131.0mg","","2.8mg","1.82mg","36.40μg","0.02mg","8.25mg","","25.3%","36.7%","27.8%","89.9%"
"1010","84","尖嘴白","","","80%","68.6g","578kJ","22.7g","3.3g","73mg","1.3g","4.1g","","","","—","0.05mg","0.02mg","","","27mg","192mg","375mg","48.3mg","14mg","0.6mg","1.32mg","","0.06mg","0.04mg","","—","—","—","—"
"1011","84","口头鱼","","","56%","70.3g","565kJ","19.6g","4.2g","","1.4g","4.5g","","","","—","0.01mg","0.04mg","2.40mg","","103mg","247mg","270mg","47.7mg","26mg","2.0mg","1.83mg","","0.05mg","","","—","—","—","—"
"1012","84","鲤鱼[鲤拐子]","","","54%","76.7g","459kJ","17.6g","4.1g","84mg","1.1g","0.5g","","","25.0μg","—","0.03mg","0.09mg","2.70mg","","50mg","204mg","334mg","53.7mg","33mg","1.0mg","2.08mg","15.40μg","0.06mg","0.05mg","","27.9%","45.7%","20.6%","94.4%"
"1013","84","罗非鱼","","","55%","76.0g","416kJ","18.4g","1.5g","78mg","1.3g","2.8g","","","","—","0.11mg","0.17mg","3.30mg","","12mg","161mg","289mg","19.8mg","36mg","0.9mg","0.87mg","22.60μg","0.05mg","0.09mg","","46.4%","39.8%","13.7%","99.9%"
"1014","84","青鱼[青皮鱼，青鳞鱼，青混]","","","63%","73.9g","497kJ","20.1g","4.2g","108mg","2.4g","Tr","","","42.0μg","—","0.03mg","0.07mg","2.90mg","","31mg","184mg","325mg","47.4mg","32mg","0.9mg","0.96mg","37.70μg","0.06mg","0.04mg","","39.5%","34.3%","11.0%","85.4%"
"1015","84","乌鳢[黑鱼，石斑鱼，生鱼]","","","57%","78.7g","359kJ","18.5g","1.2g","91mg","1.6g","Tr","","","26.0μg","—","0.02mg","0.14mg","2.50mg","","152mg","232mg","313mg","48.8mg","33mg","0.7mg","0.80mg","24.60μg","0.05mg","0.06mg","","31.7%","29.2%","27.4%","88.4%"
"1016","84","鱼（银鱼）[面条鱼]","","","100%","76.2g","440kJ","17.2g","4.0g","361mg","2.6g","Tr","","","","—","0.03mg","0.05mg","0.20mg","","46mg","22mg","246mg","8.6mg","25mg","0.9mg","0.16mg","9.50μg","","0.07mg","","27.3%","29.9%","41.1%","98.4%"
"1017","84","湟鱼(裸鲤鱼)","","","56%","71.3g","523kJ","17.1g","3.2g","98mg","1.7g","6.7g","","","10.0μg","—","","0.05mg","2.80mg","","42mg","229mg","372mg","42.0mg","15mg","1.2mg","1.28mg","24.10μg","0.19mg","0.04mg","","54.8%","23.4%","14.7%","92.9%"
"1018","84","鲇鱼[胡子鲇，鲢胡，旺虾]","","","65%","78.0g","431kJ","17.3g","3.7g","163mg","1.1g","Tr","","","","—","0.03mg","0.10mg","2.50mg","","42mg","195mg","351mg","49.6mg","22mg","2.1mg","0.53mg","27.50μg","0.09mg","0.03mg","","31.2%","42.5%","17.3%","91.2%"
"1019","84","鲒花","","","63%","76.7g","491kJ","15.6g","6.1g","34mg","1.6g","Tr","","","","—","0.01mg","0.25mg","0.90mg","","","270mg","","63.5mg","","","","24.60μg","0.02mg","0.16mg","","21.8%","65.1%","8.7%","95.6%"
"1020","84","鲢鱼[白鲢，胖子，连子鱼]","","","61%","77.4g","436kJ","17.8g","3.6g","99mg","1.2g","Tr","","","20.0μg","—","0.03mg","0.07mg","2.50mg","","53mg","190mg","277mg","57.5mg","23mg","1.4mg","1.17mg","15.70μg","0.06mg","0.09mg","","31.4%","39.0%","18.3%","88.9%"
"1021","84","鲫鱼[喜头鱼，海附鱼]","","","54%","75.4g","455kJ","17.1g","2.7g","130mg","1.0g","3.8g","","","17.0μg","—","0.04mg","0.09mg","2.50mg","","79mg","193mg","290mg","41.2mg","41mg","1.3mg","1.94mg","14.30μg","0.08mg","0.06mg","","28.9%","43.1%","25.2%","97.2%"
"1022","84","鲮鱼[雪鲮]","","","57%","77.7g","402kJ","18.4g","2.1g","86mg","1.1g","0.7g","","","125.0μg","—","0.01mg","0.04mg","3.00mg","","31mg","176mg","317mg","40.1mg","22mg","0.9mg","0.83mg","48.10μg","0.04mg","0.02mg","","34.5%","32.5%","28.6%","95.7%"
"1023","84","鳊鱼[鲂鱼，武昌鱼]","","","59%","73.1g","565kJ","18.3g","6.3g","94mg","1.1g","1.2g","","","28.0μg","—","0.02mg","0.07mg","1.70mg","","89mg","188mg","215mg","41.1mg","17mg","0.7mg","0.89mg","11.60μg","0.07mg","0.05mg","","26.0%","44.9%","18.9%","90.2%"
"1024","84","鳗鲡[鳗鱼，河鳗]","","","84%","67.1g","755kJ","18.6g","10.8g","177mg","1.2g","2.3g","","","","—","0.02mg","0.02mg","3.80mg","","42mg","248mg","207mg","58.8mg","34mg","1.5mg","1.15mg","33.70μg","0.18mg","","","33.7%","41.6%","18.2%","93.8%"
"1025","84","鳙鱼[胖头鱼，摆佳鱼，花鲢鱼]","","","61%","76.5g","421kJ","15.3g","2.2g","112mg","1.3g","4.7g","","","34.0μg","—","0.04mg","0.11mg","2.80mg","","82mg","180mg","229mg","60.6mg","26mg","0.8mg","0.76mg","19.50μg","0.07mg","0.08mg","","33.4%","37.4%","20.7%","91.6%"
"1026","84","鳜鱼[桂鱼，花鲫鱼]","","","61%","74.5g","494kJ","19.9g","4.2g","124mg","1.5g","Tr","","","12.0μg","—","0.02mg","0.07mg","5.90mg","","63mg","217mg","295mg","68.6mg","32mg","1.0mg","1.07mg","26.50μg","0.10mg","0.03mg","","30.5%","39.5%","25.0%","95.1%"
"1027","84","鳟鱼[红鳟鱼]","","","57%","77.0g","416kJ","18.6g","2.6g","102mg","1.6g","0.2g","","","206.0μg","—","0.08mg","","","","34mg","374mg","688mg","110.0mg","45mg","","4.30mg","20.40μg","0.18mg","0.07mg","","—","—","—","—"
"1028","84","白姑鱼[白米子(鱼)]","","","67%","71.5g","628kJ","19.1g","8.2g","80mg","1.3g","Tr","","","","—","0.02mg","0.08mg","3.30mg","","23mg","171mg","382mg","152.7mg","28mg","0.3mg","0.84mg","21.00μg","0.04mg","0.02mg","","37.1%","46.5%","15.6%","99.2%"
"1029","84","参鱼[蓝圆参，边鱼]","","","70%","72.0g","522kJ","18.5g","3.4g","78mg","1.3g","4.8g","","","1.0μg","—","0.06mg","0.11mg","3.60mg","","55mg","191mg","215mg","81.6mg","30mg","1.8mg","0.85mg","24.90μg","0.11mg","0.05mg","","26.3%","43.8%","24.6%","94.8%"
"1030","84","带鱼[白带鱼，刀鱼]","","","76%","73.3g","535kJ","17.7g","4.9g","76mg","1.0g","3.1g","","","29.0μg","—","0.02mg","0.06mg","2.80mg","","28mg","191mg","280mg","150.1mg","43mg","1.2mg","0.70mg","36.60μg","0.08mg","0.17mg","","44.9%","37.2%","12.8%","95.1%"
"1031","84","堤鱼","","","64%","66.9g","795kJ","17.6g","12.8g","","1.4g","1.3g","","","5.0μg","—","0.19mg","0.12mg","6.50mg","","15mg","324mg","228mg","65.0mg","46mg","2.2mg","1.20mg","80.40μg","0.07mg","0.03mg","","40.8%","26.1%","29.7%","96.9%"
"1032","84","狗母鱼[大头狗母鱼]","","","67%","76.5g","420kJ","16.7g","2.3g","71mg","1.5g","3.0g","","","11.0μg","—","0.05mg","0.10mg","3.70mg","","95mg","263mg","194mg","156.3mg","51mg","2.2mg","1.10mg","29.50μg","0.09mg","0.02mg","","—","—","—","—"
"1033","84","海鲫鱼[九九鱼]","","","60%","64.3g","857kJ","17.0g","13.7g","70mg","1.4g","3.6g","","","","—","0.02mg","0.02mg","4.30mg","","69mg","193mg","133mg","15.8mg","30mg","1.9mg","0.58mg","28.80μg","0.19mg","0.07mg","","—","—","—","—"
"1034","84","海鳗[鲫勾]","","","67%","74.6g","513kJ","18.8g","5.0g","71mg","1.1g","0.5g","","","22.0μg","—","0.06mg","0.07mg","3.00mg","","28mg","159mg","266mg","95.8mg","27mg","0.7mg","0.80mg","25.80μg","0.07mg","0.03mg","","32.9%","40.7%","23.4%","97.1%"
"1035","84","红娘鱼[翼红娘鱼]","","","55%","76.1g","442kJ","18.0g","2.8g","120mg","1.2g","1.9g","","","6.0μg","—","0.03mg","0.07mg","4.90mg","","160mg","297mg","308mg","163.9mg","45mg","1.2mg","2.99mg","59.40μg","0.22mg","0.13mg","","42.2%","19.6%","37.8%","99.6%"
"1036","84","黄姑鱼[黄婆鸡(鱼)]","","","63%","74.0g","572kJ","18.4g","7.0g","166mg","1.4g","Tr","","","","—","0.04mg","0.09mg","3.60mg","","94mg","196mg","282mg","101.9mg","29mg","0.9mg","0.61mg","63.60μg","0.06mg","0.04mg","","31.8%","46.6%","16.6%","95.2%"
"1037","84","黄鱼(大黄花鱼)","","","66%","77.7g","407kJ","17.7g","2.5g","86mg","1.3g","0.8g","","","10.0μg","—","0.03mg","0.10mg","1.90mg","","53mg","174mg","260mg","120.3mg","39mg","0.7mg","0.58mg","42.60μg","0.04mg","0.02mg","","39.0%","38.5%","16.3%","93.9%"
"1038","84","黄鱼(小黄花鱼)","","","63%","77.9g","417kJ","17.9g","3.0g","74mg","1.1g","0.1g","","","","—","0.04mg","0.04mg","2.30mg","","78mg","188mg","228mg","103.0mg","28mg","0.9mg","0.94mg","55.20μg","0.04mg","0.05mg","","37.4%","38.7%","20.1%","96.3%"
"1039","84","黄鲂[赤虹，老板鱼]","","","75%","77.8g","343kJ","18.5g","0.5g","121mg","2.6g","0.6g","","","10.0μg","—","0.03mg","0.07mg","2.00mg","","27mg","157mg","227mg","159.9mg","24mg","0.3mg","0.37mg","31.40μg","0.08mg","0.09mg","","51.4%","34.2%","12.0%","97.6%"
"1040","84","金线鱼[红三鱼]","","","40%","77.1g","424kJ","18.6g","2.9g","54mg","1.4g","0.0g","","","20.0μg","—","0.01mg","0.03mg","4.80mg","","102mg","128mg","300mg","118.0mg","29mg","1.4mg","0.66mg","48.30μg","0.04mg","0.05mg","","45.6%","34.3%","14.5%","94.5%"
"1041","84","绿鳍马面豚[面包鱼，橡皮鱼]","","","52%","78.9g","350kJ","18.1g","0.6g","45mg","1.2g","1.2g","","","15.0μg","—","0.02mg","0.05mg","3.00mg","","54mg","185mg","291mg","80.5mg","27mg","0.9mg","1.44mg","38.20μg","0.07mg","0.10mg","","38.0%","25.7%","34.5%","98.2%"
"1042","84","梅童鱼[大头仔鱼，丁珠鱼]","","","63%","74.8g","506kJ","18.9g","5.0g","88mg","1.3g","0.0g","","","25.0μg","—","0.02mg","0.06mg","2.10mg","","34mg","164mg","299mg","106.1mg","36mg","1.8mg","1.08mg","45.10μg","0.10mg","0.09mg","","36.7%","39.8%","19.5%","96.1%"
"1043","84","沙丁鱼[沙鲻]","","","67%","78.0g","377kJ","19.8g","1.1g","158mg","1.3g","Tr","","","","—","0.01mg","0.03mg","2.00mg","","184mg","183mg","136mg","91.5mg","30mg","1.4mg","0.16mg","49.00μg","0.02mg","0.07mg","","34.5%","25.0%","31.4%","91.0%"
